	source zawgyi	converted unicode	converted zawgyi from converted unicode
	ဤအက္ပလီေကး႐ွင္းက ေဖာ္ျပပါကိုယ္ေရးေဒတာမ်ားကို စုေဆာင္းၿပီး တြက္ခ်က္လုပ္ေဆာင္ႏိုင္သည္-\n1. သင့္စက္ပစၥည္းေပၚတြင္ သိမ္းထားသည့္ အဆက္အသြယ္အမည္မ်ား (အဆက္အသြယ္ဖုန္းနံပါတ္မ်ားႏွင့္ လိပ္စာမ်ား မပါဝင္ပါ)။\n2. အသံျဖင့္ေခၚဆိုျခင္း၊ အသံေမးလ္ႏွႈ့္ အျခားဆက္စပ္ေနသည့္ ဝန္ေဆာင္မႈမ်ားျဖင့္ ပံ့ပိုးေပးရန္ သင့္စက္ပစၥည္းအေပၚမွ တိက်သည့္ ၫႊန္ကိန္းမ်ား (IMEI၊ IMSI ႏွင့္ MAC လိပ္စာမ်ားအထိပါဝင္သည္) ႏွင့္SMS အေၾကာင္းအရာ။\nဤအက္ပလီေကး႐ွင္းကို ဟြာေဝး၏ အေျခခံသံုးစြဲသူ စည္းကမ္းမ်ားႏွင့္ ပုဂၢိဳလ္ေရးရာထိန္းသိမ္းမႈ မူဝါဒတို႕ျဖင့္ ကာကြယ္ေပးထားသည္။ သေဘာတူသည္ကိုထိျခင္းျဖင့္ ဟြာေဝး၏ ပုဂၢိဳလ္ေရးရာထိန္းသိမ္းမႈ မူဝါဒကို သင္နားလည္ၿပီး သေဘာတူသည္ဟု အသိအမွတ္ျပဳမည္။ 	ဤအက်ပလီကေးရှင်းက ဖော်ပြပါကိုယ်ရေးဒေတာများကို စုဆောင်းပြီး တွက်ချက်လုပ်ဆောင်နိုင်သည်-\n1. သင့်စက်ပစ္စည်းပေါ်တွင် သိမ်းထားသည့် အဆက်အသွယ်အမည်များ (အဆက်အသွယ်ဖုန်းနံပါတ်များနှင့် လိပ်စာများ မပါဝင်ပါ)။\n2. အသံဖြင့်ခေါ်ဆိုခြင်း၊ အသံမေးလ်နှှု့် အခြားဆက်စပ်နေသည့် ဝန်ဆောင်မှုများဖြင့် ပံ့ပိုးပေးရန် သင့်စက်ပစ္စည်းအပေါ်မှ တိကျသည့် ညွှန်ကိန်းများ (IMEI၊ IMSI နှင့် MAC လိပ်စာများအထိပါဝင်သည်) နှင့်SMS အကြောင်းအရာ။\nဤအက်ပလီကေးရှင်းကို ဟွာဝေး၏ အခြေခံသုံးစွဲသူ စည်းကမ်းများနှင့် ပုဂ္ဂိုလ်ရေးရာထိန်းသိမ်းမှု မူဝါဒတို့ဖြင့် ကာကွယ်ပေးထားသည်။ သဘောတူသည်ကိုထိခြင်းဖြင့် ဟွာဝေး၏ ပုဂ္ဂိုလ်ရေးရာထိန်းသိမ်းမှု မူဝါဒကို သင်နားလည်ပြီး သဘောတူသည်ဟု အသိအမှတ်ပြုမည်။ 	ဤအက္ပလီေကးရွင္းက ေဖာ္ျပပါကိုယ္ေရးေဒတာမ်ားကို စုေဆာင္းၿပီး တြက္ခ်က္လုပ္ေဆာင္နိုင္သည္-\n1. သင့္စက္ပစၥည္းေပၚတြင္ သိမ္းထားသည့္ အဆက္အသြယ္အမည္မ်ား (အဆက္အသြယ္ဖုန္းနံပါတ္မ်ားႏွင့္ လိပ္စာမ်ား မပါဝင္ပါ)။\n2. အသံျဖင့္ေခၚဆိုျခင္း၊ အသံေမးလ္ႏွွု႔္ အျခားဆက္စပ္ေနသည့္ ဝန္ေဆာင္မွုမ်ားျဖင့္ ပံ့ပိုးေပးရန္ သင့္စက္ပစၥည္းအေပၚမွ တိက်သည့္ ညႊန္ကိန္းမ်ား (IMEI၊ IMSI ႏွင့္ MAC လိပ္စာမ်ားအထိပါဝင္သည္) ႏွင့္SMS အေၾကာင္းအရာ။\nဤအက္ပလီေကးရွင္းကို ဟြာေဝး၏ အေျခခံသုံးစြဲသူ စည္းကမ္းမ်ားႏွင့္ ပုဂၢိဳလ္ေရးရာထိန္းသိမ္းမွု မူဝါဒတို႔ျဖင့္ ကာကြယ္ေပးထားသည္။ သေဘာတူသည္ကိုထိျခင္းျဖင့္ ဟြာေဝး၏ ပုဂၢိဳလ္ေရးရာထိန္းသိမ္းမွု မူဝါဒကို သင္နားလည္ၿပီး သေဘာတူသည္ဟု အသိအမွတ္ျပဳမည္။
	1.ဤအက္ပလီေကး႐ွင္းသည္ ေဖာ္ျပပါ ပုဂိၢဳလ္ေရးေဒတာမ်ားအား စုေဆာင္းျခင္း၊ တြက္ခ်က္လုပ္ေဆာင္ျခင္းႏွင့္ လႊင့္တင္ပုိ႔ျခင္းမ်ားကို လုပ္ေဆာင္ႏုိင္သည္-\n1.1 တည္ေနရာ-အေျချပဳဝန္ေဆာင္မႈမ်ားျဖင့္ ပံ့ပိုးေပးရန္ (တိက်သည္ျဖစ္ေစ၊ မတိက်သည္ျဖစ္ေစ) တည္ေနရာေဒတာ။\n1.2 အသံျဖင့္ေခၚဆိုျခင္း၊ အသံေမးလ္ႏွင့္ အျခားဆက္စပ္ဝန္ေဆာင္မႈမာ်းျဖင့္ သင့္အားပံ့ပိုးေပးရန္ သင့္စက္ပစၥည္းအေပၚတြင္ သိမ္းဆည္းထားသည့္ အဆက္အသြယ္အမည္မ်ား (အဆက္အသြယ္နံပါတ္မ်ားႏွင့္ လိပ္စာမ်ားမပါဝင္ပါ)၊ သီးျခားၫႊန္းကိန္းမ်ား (IMEI၊ IMSI ႏွင့္ MAC လိပ္စာတို႔အပါအဝင္ အကန္႔အသတ္မ႐ွိပါဝင္သည္)၊ ေခၚဆိုမွတ္တမ္းမ်ားႏွင့္ SMS အေၾကာင္းအရာမ်ား\n2. ဤအက္ပလီေကး႐ွင္းက အသံုးျပဳေနစဥ္ အသံမွတ္မိျခင္းအတြက္ အသံဖမ္းထားရန္လိုအပ္သည္။\n3. ဤအက္ပလီေကး႐ွင္းက အင္တာနက္ခ်ိတ္ဆက္မႈ လုိအပ္ေသာေၾကာင့္ သင့္ကယ္ရီယာက ေကာက္ခံသည့္ အက္ပလီေကး႐ွင္း ေဒတာသံုးစြဲမႈအခေၾကးေငြမ်ား ကုန္က်ႏုိင္သည္။ ဟြာေဝးက အဆိုပါအခေၾကးေငြမ်ား ျပဳလုပ္ျခင္းတြင္ေသာ္လည္းေကာင္း၊ ေကာက္ခံျခင္းတြင္ေသာ္လည္းေကာင္း မပါဝင္ပါ။\n4. တတိယပါတီက ပံ့ပိုးထားသည့္ စကားေျပာဆိုမႈအေၾကာင္းအရာအတြက္သာ အသံေထာက္ပံ့မႈအျဖစ္ ေဆာင္႐ြက္ရန္ ဤအက္ပလီေကး႐ွင္းက ဒီဇိုင္းလုပ္ထားျခင္းျဖစ္သည္။ အကယ္၍ ေမးခြန္းမ်ားေမးလိုသည္ျဖစ္ေစ၊ အေၾကာင္းအရာႏွင့္ ပတ္သက္၍ျဖစ္ေစ၊ ေက်းဇူးျပဳ၍ သင့္ေမးျမန္းစံုစမ္းမႈမ်ားအား တတိယပါတီသို႔ တုိက္႐ိုက္ေပးပို႔ပါ။ ၄င္းတို႔သည္ ျဖစ္ေပၚလာသည့္ မည္သည့္အေၾကာင္းအရာအတြက္ကိုမဆို တာဝန္႐ွိသည္။ ဟြာေဝးသည္ မည္သည့္စကားေျပာဆိုမႈ အစိတ္အပိုင္းအတြက္ကိုမွ တာဝန္မ႐ွိပါ။\nဤအက္ပလီေကး႐ွင္းသည္ ဟြာေဝးေနာက္ဆံုးသံုးစြဲသူသေဘာတူညီခ်က္ (EULA) ႏွင့္ ဟြာေဝးပုဂၢိဳလ္ေရးရာထိန္းသိမ္းမႈ မူဝါဒတုိ႔ျဖင့္ ကာကြယ္ထားသည္။ သေဘာတူသည္ကိုထိျခင္းျဖင့္ %1$s ႏွင့္ %2$s ႏွစ္ခုစလံုးအပါအဝင္ အထက္ပါအေၾကာင္းအရာအား သင္နားလည္ၿပီး သေဘာတူသည္ဟု အသိအမွတ္ျပဳမည္။ 	1.ဤအက်ပလီကေးရှင်းသည် ဖော်ပြပါ ပုဂ္ဂိုလ်ရေးဒေတာများအား စုဆောင်းခြင်း၊ တွက်ချက်လုပ်ဆောင်ခြင်းနှင့် လွှင့်တင်ပို့ခြင်းများကို လုပ်ဆောင်နိုင်သည်-\n1.1 တည်နေရာ-အခြေပြုဝန်ဆောင်မှုများဖြင့် ပံ့ပိုးပေးရန် (တိကျသည်ဖြစ်စေ၊ မတိကျသည်ဖြစ်စေ) တည်နေရာဒေတာ။\n1.2 အသံဖြင့်ခေါ်ဆိုခြင်း၊ အသံမေးလ်နှင့် အခြားဆက်စပ်ဝန်ဆောင်မှုမာျးဖြင့် သင့်အားပံ့ပိုးပေးရန် သင့်စက်ပစ္စည်းအပေါ်တွင် သိမ်းဆည်းထားသည့် အဆက်အသွယ်အမည်များ (အဆက်အသွယ်နံပါတ်များနှင့် လိပ်စာများမပါဝင်ပါ)၊ သီးခြားညွှန်းကိန်းများ (IMEI၊ IMSI နှင့် MAC လိပ်စာတို့အပါအဝင် အကန့်အသတ်မရှိပါဝင်သည်)၊ ခေါ်ဆိုမှတ်တမ်းများနှင့် SMS အကြောင်းအရာများ\n2. ဤအက်ပလီကေးရှင်းက အသုံးပြုနေစဉ် အသံမှတ်မိခြင်းအတွက် အသံဖမ်းထားရန်လိုအပ်သည်။\n3. ဤအက်ပလီကေးရှင်းက အင်တာနက်ချိတ်ဆက်မှု လိုအပ်သောကြောင့် သင့်ကယ်ရီယာက ကောက်ခံသည့် အက်ပလီကေးရှင်း ဒေတာသုံးစွဲမှုအခကြေးငွေများ ကုန်ကျနိုင်သည်။ ဟွာဝေးက အဆိုပါအခကြေးငွေများ ပြုလုပ်ခြင်းတွင်သော်လည်းကောင်း၊ ကောက်ခံခြင်းတွင်သော်လည်းကောင်း မပါဝင်ပါ။\n4. တတိယပါတီက ပံ့ပိုးထားသည့် စကားပြောဆိုမှုအကြောင်းအရာအတွက်သာ အသံထောက်ပံ့မှုအဖြစ် ဆောင်ရွက်ရန် ဤအက်ပလီကေးရှင်းက ဒီဇိုင်းလုပ်ထားခြင်းဖြစ်သည်။ အကယ်၍ မေးခွန်းများမေးလိုသည်ဖြစ်စေ၊ အကြောင်းအရာနှင့် ပတ်သက်၍ဖြစ်စေ၊ ကျေးဇူးပြု၍ သင့်မေးမြန်းစုံစမ်းမှုများအား တတိယပါတီသို့ တိုက်ရိုက်ပေးပို့ပါ။ ၄င်းတို့သည် ဖြစ်ပေါ်လာသည့် မည်သည့်အကြောင်းအရာအတွက်ကိုမဆို တာဝန်ရှိသည်။ ဟွာဝေးသည် မည်သည့်စကားပြောဆိုမှု အစိတ်အပိုင်းအတွက်ကိုမှ တာဝန်မရှိပါ။\nဤအက်ပလီကေးရှင်းသည် ဟွာဝ���းနောက်ဆုံးသုံးစွဲသူသဘောတူညီချက် (EULA) နှင့် ဟွာဝေးပုဂ္ဂိုလ်ရေးရာထိန်းသိမ်းမှု မူဝါဒတို့ဖြင့် ကာကွယ်ထားသည်။ သဘောတူသည်ကိုထိခြင်းဖြင့် %1$s နှင့် %2$s နှစ်ခုစလုံးအပါအဝင် အထက်ပါအကြောင်းအရာအား သင်နားလည်ပြီး သဘောတူသည်ဟု အသိအမှတ်ပြုမည်။ 	1.ဤအက္ပလီေကးရွင္းသည္ ေဖာ္ျပပါ ပုဂၢိဳလ္ေရးေဒတာမ်ားအား စုေဆာင္းျခင္း၊ တြက္ခ်က္လုပ္ေဆာင္ျခင္းႏွင့္ လႊင့္တင္ပို႔ျခင္းမ်ားကို လုပ္ေဆာင္နိုင္သည္-\n1.1 တည္ေနရာ-အေျချပဳဝန္ေဆာင္မွုမ်ားျဖင့္ ပံ့ပိုးေပးရန္ (တိက်သည္ျဖစ္ေစ၊ မတိက်သည္ျဖစ္ေစ) တည္ေနရာေဒတာ။\n1.2 အသံျဖင့္ေခၚဆိုျခင္း၊ အသံေမးလ္ႏွင့္ အျခားဆက္စပ္ဝန္ေဆာင္မွုမာ်းျဖင့္ သင့္အားပံ့ပိုးေပးရန္ သင့္စက္ပစၥည္းအေပၚတြင္ သိမ္းဆည္းထားသည့္ အဆက္အသြယ္အမည္မ်ား (အဆက္အသြယ္နံပါတ္မ်ားႏွင့္ လိပ္စာမ်ားမပါဝင္ပါ)၊ သီးျခားညႊန္းကိန္းမ်ား (IMEI၊ IMSI ႏွင့္ MAC လိပ္စာတို႔အပါအဝင္ အကန႔္အသတ္မရွိပါဝင္သည္)၊ ေခၚဆိုမွတ္တမ္းမ်ားႏွင့္ SMS အေၾကာင္းအရာမ်ား\n2. ဤအက္ပလီေကးရွင္းက အသုံးျပဳေနစဥ္ အသံမွတ္မိျခင္းအတြက္ အသံဖမ္းထားရန္လိုအပ္သည္။\n3. ဤအက္ပလီေကးရွင္းက အင္တာနက္ခ်ိတ္ဆက္မွု လိုအပ္ေသာေၾကာင့္ သင့္ကယ္ရီယာက ေကာက္ခံသည့္ အက္ပလီေကးရွင္း ေဒတာသုံးစြဲမွုအခေၾကးေငြမ်ား ကုန္က်နိုင္သည္။ ဟြာေဝးက အဆိုပါအခေၾကးေငြမ်ား ျပဳလုပ္ျခင္းတြင္ေသာ္လည္းေကာင္း၊ ေကာက္ခံျခင္းတြင္ေသာ္လည္းေကာင္း မပါဝင္ပါ။\n4. တတိယပါတီက ပံ့ပိုးထားသည့္ စကားေျပာဆိုမွုအေၾကာင္းအရာအတြက္သာ အသံေထာက္ပံ့မွုအျဖစ္ ေဆာင္ရြက္ရန္ ဤအက္ပလီေကးရွင္းက ဒီဇိုင္းလုပ္ထားျခင္းျဖစ္သည္။ အကယ္၍ ေမးခြန္းမ်ားေမးလိုသည္ျဖစ္ေစ၊ အေၾကာင္းအရာႏွင့္ ပတ္သက္၍ျဖစ္ေစ၊ ေက်းဇူးျပဳ၍ သင့္ေမးျမန္းစုံစမ္းမွုမ်ားအား တတိယပါတီသို႔ တိုက္ရိုက္ေပးပို႔ပါ။ ၄င္းတို႔သည္ ျဖစ္ေပၚလာသည့္ မည္သည့္အေၾကာင္းအရာအတြက္ကိုမဆို တာဝန္ရွိသည္။ ဟြာေဝးသည္ မည္သည့္စကားေျပာဆိုမွု အစိတ္အပိုင္းအတြက္ကိုမွ တာဝန္မရွိပါ။\nဤအက္ပလီေကးရွင္းသည္ ဟြာေဝးေနာက္ဆုံးသုံးစြဲသူသေဘာတူညီခ်က္ (EULA) ႏွင့္ ဟြာေဝးပုဂၢိဳလ္ေရးရာထိန္းသိမ္းမွု မူဝါဒတို႔ျဖင့္ ကာကြယ္ထားသည္။ သေဘာတူသည္ကိုထိျခင္းျဖင့္ %1$s ႏွင့္ %2$s ႏွစ္ခုစလုံးအပါအဝင္ အထက္ပါအေၾကာင္းအရာအား သင္နားလည္ၿပီး သေဘာတူသည္ဟု အသိအမွတ္ျပဳမည္။
	ဟြာေ၀း ေမာင္းႏွင္မႈမုဒ္မွ ႀကိဳဆိုပါသည္ -\n\n1. ဤအက္ပလီေကး႐ွင္းက ေအာက္ေဖာ္ျပပါ ပုဂၢိဳလ္ေရးေဒတာမ်ားကို စုေဆာင္းၿပီး လုပ္ေဆာင္မႈမ်ားေဆာင္႐ြက္မည္ -\n1.1 သင့္စက္ပစၥည္းအေပၚတြင္ သိမ္းဆည္းထားေသာ ဆက္သြယ္မႈ အမည္မ်ား (ဖုန္းနံပါတ္မ်ားႏွင့္ လိပ္စာမ်ား မပါ၀င္ပါ)။\n1.2 သီးျခား ၫႊန္းကိန္းမ်ား (MAC လိပ္စာမ်ား အပါအ၀င္ IMEI, IMSI တို႕ကိုလည္း ကန္႕သတ္မထားပါ) ႏွင့္ အသံျဖင့္ ေခၚဆိုမႈမ်ားႏွင့္ အျခားေသာ ဆက္ႏြယ္ေနသည့္ ၀န္ေဆာင္မႈမ်ားအတြက္ သင့္စက္ပစၥည္းအေပၚမွ စာတိုပို႕ ၀န္ေဆာင္မႈ (SMS) ပါ၀င္မႈမ်ားျဖင့္ ပံ့ပိုးေပးရန္ျဖစ္သည္။\n\n2. ဤအက္ပလီေကး႐ွင္းသည္ သင့္တက္ဘလက္အေပၚမွ ေအာက္ပါမ်ားကို ၀င္ေရာက္အသံုးျပဳရန္လိုအပ္သငည္ -\n2.1 ဖုန္းနံပါတ္မ်ားကို တိုက္ရိုက္ေခၚဆိုျခင္း\n2.2 သင့္ေခၚဆိုမႈမွတ္တမ္းမ်ားကို ဖတ္ျခင္း/မြမ္းမံျပင္ဆင္ျခင္း \n2.3 သင့္မက္ေဆ့ခ်္မ်ား(SMS)ကို ဖတ္ျခင္း/မြမ္းမံျပင္ဆင္ျခင္း \n2.4 အသံသြင္းျခင္း\n\nဤအက္ပလီေကး႐ွင္းကို ဟြာေ၀း၏ အေျခခံသံုးစြဲသူ စည္းကမ္းမ်ားႏွင့္ ပုဂၢိဳလ္ေရး မူ၀ါဒျဖင့္ ကာကြယ္မႈေပးထားသည္။ အကယ္၍ သေဘာတူသည္ကို သင္ထိပါက ဟြာေ၀း၏ ပုဂၢိဳလ္ေရး မူ၀ါဒကို နားလည္ၿပီး သေဘာတူသည္ဟု အသိအမွတ္ျပဳျခင္းျဖစ္သည္။ 	ဟွာဝေး မောင်းနှင်မှုမုဒ်မှ ကြိုဆိုပါသည် -\n\n1. ဤအက်ပလီကေးရှင်းက အောက်ဖော်ပြပါ ပုဂ္ဂိုလ်ရေးဒေတာများကို စုဆောင်းပြီး လုပ်ဆောင်မှုများဆောင်ရွက်မည် -\n1.1 သင့်စက်ပစ္စည်းအပေါ်တွင် သိမ်းဆည်းထားသော ဆက်သွယ်မှု အမည်များ (ဖုန်းနံပါတ်များနှင့် လိပ်စာများ မပါ၀င်ပါ)။\n1.2 သီးခြား ညွှန်းကိန်းများ (MAC လိပ်စာများ အပါအဝင် IMEI, IMSI တို့ကိုလည်း ကန့်သတ်မထားပါ) နှင့် အသံဖြင့် ခေါ်ဆိုမှုများနှင့် အခြားသော ဆက်နွယ်နေသည့် ၀န်ဆောင်မှုများအတွက် သင့်စက်ပစ္စည်းအပေါ်မှ စာတိုပို့ ၀န်ဆောင်မှု (SMS) ပါ၀င်မှုများဖြင့် ပံ့ပိုးပေးရန်ဖြစ်သည်။\n\n2. ဤအက်ပလီကေးရှင်းသည် သင့်တက်ဘလက်အပေါ်မှ အောက်ပါများကို ၀င်ရောက်အသုံးပြုရန်လိုအပ်သငည် -\n2.1 ဖုန်းနံပါတ်များကို တိုက်ရိုက်ခေါ်ဆိုခြင်း\n2.2 သင့်ခေါ်ဆိုမှုမှတ်တမ်းများကို ဖတ်ခြင်း/မွမ်းမံပြင်ဆင်ခြင်း \n2.3 သင့်မက်ဆေ့ချ်များ(SMS)ကို ဖတ်ခြင်း/မွမ်းမံပြင်ဆင်ခြင်း \n2.4 အသံသွင်းခြင်း\n\nဤအက်ပလီကေးရှင်းကို ဟွာဝေး၏ အခြေခံသုံးစွဲသူ စည်းကမ်းများနှင့် ပုဂ္ဂိုလ်ရေး မူဝါဒဖြင့် ကာကွယ်မှုပေးထားသည်။ အကယ်၍ သဘောတူသည်ကို သင်ထိပါက ဟွာဝေး၏ ပုဂ္ဂိုလ်ရေး မူဝါဒကို နားလည်ပြီး သဘောတူသည်ဟု အသိအမှတ်ပြုခြင်းဖြစ်သည်။ 	ဟြာေဝး ေမာင္းႏွင္မွုမုဒ္မွ ႀကိဳဆိုပါသည္ -\n\n1. ဤအက္ပလီေကးရွင္းက ေအာက္ေဖာ္ျပပါ ပုဂၢိဳလ္ေရးေဒတာမ်ားကို စုေဆာင္းၿပီး လုပ္ေဆာင္မွုမ်ားေဆာင္ရြက္မည္ -\n1.1 သင့္စက္ပစၥည္းအေပၚတြင္ သိမ္းဆည္းထားေသာ ဆက္သြယ္မွု အမည္မ်ား (ဖုန္းနံပါတ္မ်ားႏွင့္ လိပ္စာမ်ား မပါ၀င္ပါ)။\n1.2 သီးျခား ညႊန္းကိန္းမ်ား (MAC လိပ္စာမ်ား အပါအဝင္ IMEI, IMSI တို႔ကိုလည္း ကန႔္သတ္မထားပါ) ႏွင့္ အသံျဖင့္ ေခၚဆိုမွုမ်ားႏွင့္ အျခားေသာ ဆက္ႏြယ္ေနသည့္ ၀န္ေဆာင္မွုမ်ားအတြက္ သင့္စက္ပစၥည္းအေပၚမွ စာတိုပို႔ ၀န္ေဆာင္မွု (SMS) ပါ၀င္မွုမ်ားျဖင့္ ပံ့ပိုးေပးရန္ျဖစ္သည္။\n\n2. ဤအက္ပလီေကးရွင္းသည္ သင့္တက္ဘလက္အေပၚမွ ေအာက္ပါမ်ားကို ၀င္ေရာက္အသုံးျပဳရန္လိုအပ္သငည္ -\n2.1 ဖုန္းနံပါတ္မ်ားကို တိုက္ရိုက္ေခၚဆိုျခင္း\n2.2 သင့္ေခၚဆိုမွုမွတ္တမ္းမ်ားကို ဖတ္ျခင္း/မြမ္းမံျပင္ဆင္ျခင္း \n2.3 သင့္မက္ေဆ့ခ်္မ်ား(SMS)ကို ဖတ္ျခင္း/မြမ္းမံျပင္ဆင္ျခင္း \n2.4 အသံသြင္းျခင္း\n\nဤအက္ပလီေကးရွင္းကို ဟြာေဝး၏ အေျခခံသုံးစြဲသူ စည္းကမ္းမ်ားႏွင့္ ပုဂၢိဳလ္ေရး မူဝါဒျဖင့္ ကာကြယ္မွုေပးထားသည္။ အကယ္၍ သေဘာတူသည္ကို သင္ထိပါက ဟြာေဝး၏ ပုဂၢိဳလ္ေရး မူဝါဒကို နားလည္ၿပီး သေဘာတူသည္ဟု အသိအမွတ္ျပဳျခင္းျဖစ္သည��။
	အေကာင့္ ႏွင့္ ဖုန္းနံပါတ္တုိ႔သည္ မဆက္ႏြယ္ေတာ့ပါ။ 	အကောင့် နှင့် ဖုန်းနံပါတ်တို့သည် မဆက်နွယ်တော့ပါ။ 	အေကာင့္ ႏွင့္ ဖုန္းနံပါတ္တို႔သည္ မဆက္ႏြယ္ေတာ့ပါ။
	သုံးစြဲမႈတိုကင္ရယူရန္ မေအာင္ျမင္ပါ။ 	သုံးစွဲမှုတိုကင်ရယူရန် မအောင်မြင်ပါ။ 	သုံးစြဲမွုတိုကင္ရယူရန္ မေအာင္ျမင္ပါ။
	အေကာင့္/လွ်ိဳ႕ဝွက္စကားလံုး မမွန္ပါ။ 	အကောင့်/လျှို့ဝှက်စကားလုံး မမှန်ပါ။ 	အေကာင့္/လၽွို႔ဝွက္စကားလုံး မမွန္ပါ။
	ေငြေပးေခ်မႈ နည္းကို ေ႐ြးပါ 	ငွေပေးချေမှု နည်းကို ရွေးပါ 	ေငြေပးေခ်မွု နည္းကို ေရြးပါ
	အတြင္းပိုင္း ၫႊန္းကိန္းမွားယြင္းမႈ။ 	အတွင်းပိုင်း ညွှန်းကိန်းမှားယွင်းမှု။ 	အတြင္းပိုင္း ညႊန္းကိန္းမွားယြင္းမွု။
	တစ္ခုထက္ပိုေနသည့္ မွာယူမႈ။ 	တစ်ခုထက်ပိုနေသည့် မှာယူမှု။ 	တစ္ခုထက္ပိုေနသည့္ မွာယူမွု။
	တင္ပို႔မႈ မေအာင္ျမင္ပါ 	တင်ပို့မှု မအောင်မြင်ပါ 	တင္ပို႔မွု မေအာင္ျမင္ပါ
	ဖြင့္ထား 	ဖွင့်ထား 	ဖြင့္ထား
	ဝင္ေရာက္အသုံးျပဳႏိုင္မႈ ပြိဳင့္ အမည္ 	ဝင်ရောက်အသုံးပြုနိုင်မှု ပွိုင့် အမည် 	ဝင္ေရာက္အသုံးျပဳနိုင္မွု ပြိဳင့္ အမည္
	ACM အကန္႔အသတ္ ေက်ာ္သြားသည္ 	ACM အကန့်အသတ် ကျော်သွားသည် 	ACM အကန႔္အသတ္ ေက်ာ္သြားသည္
	အသံေခၚဆိုမႈအျဖစ္ ေျဖဆိုပါ 	အသံခေါ်ဆိုမှုအဖြစ် ဖြေဆိုပါ 	အသံေခၚဆိုမွုအျဖစ္ ေျဖဆိုပါ
	SIM PIN ဖြင့္ထားသည္။ 	SIM PIN ဖွင့်ထားသည်။ 	SIM PIN ဖြင့္ထားသည္။
	မသိေသာ ဆက္သြယ္မႈ 	မသိသော ဆက်သွယ်မှု 	မသိေသာ ဆက္သြယ္မွု
	ပါဝင္သူမ်ား ေပါင္းထည့္ 	ပါဝင်သူများ ပေါင်းထည့် 	ပါဝင္သူမ်ား ေပါင္းထည့္
	ေခၚဆိုမႈမ်ားကို ဖလွယ္ရန္ 	ခေါ်ဆိုမှုများကို ဖလှယ်ရန် 	ေခၚဆိုမွုမ်ားကို ဖလွယ္ရန္
	ေပးပို႕ခဲ့ၿပီး 	ပေးပို့ခဲ့ပြီး 	ေပးပို႔ခဲ့ၿပီး
