	source zawgyi	converted unicode	converted zawgyi from converted unicode
	ေဆာင္းဦးရြက္ေၾကြမ်ားျဖင့္<br> ကန္ေအာက္ေျခတြင္<br> ဂယက္ထ ေရျပင္ေနာက္ခံ 	ဆောင်းဦးရွက်ကြွေများဖြင့်<br> ကန်အောက်ခြေတွင်<br> ဂယက်ထ ရေပြင်နောက်ခံ 	ေဆာင္းဦးရြက္ေႂကြမ်ားျဖင့္<br> ကန္ေအာက္ေျခတြင္<br> ဂယက္ထ ေရျပင္ေနာက္ခံ
	ထားတော့ 	ထားတော့ 	ထားေတာ့
	မီဒီယာမ်ိဳးစံုုမက္ေဆ့ခ်္ အေရအတြက္ ေတာ္ေတာ္မ်ားမ်ားအား ပိုု႕လိုုက္ျပီျဖစ္သည္။  ယင္းက OK ပါရဲ႕လား။ 	မီဒီယာမျိုးစုုံမက်ဆေ့ချ် အရေအတွက် တော်တော်များများအား ပိုု့လိုုက်ပြီဖြစ်သည်။  ယင်းက OK ပါရဲ့လား။ 	မီဒီယာမ်ိဳးစုုံမက္ေဆ့ခ်္ အေရအတြက္ ေတာ္ေတာ္မ်ားမ်ားအား ပိုု႔လိုုက္ၿပီျဖစ္သည္။  ယင္းက OK ပါရဲ့လား။
	အဖဲြ႔၀င္မ်ား 	အဖွဲ့ဝင်များ 	အဖြဲ႕ဝင္မ်ား
	ျမႈပ္ကြယ္ထားေသာ ေပးပိုု႕သူလိပ္စာ 	မြှုပ်ကွယ်ထားသော ပေးပိုု့သူလိပ်စာ 	ျမႇုပ္ကြယ္ထားေသာ ေပးပိုု႔သူလိပ္စာ
	လွ်ိဳ႕ဝွက္စကားလံုး ေျပာင္းပါ 	လျှို့ဝှက်စကားလုံး ပြောင်းပါ 	လၽွို႔ဝွက္စကားလုံး ေျပာင္းပါ
	အလင်းအမှောင် 	အလငျးအမှောငျ 	အလင်းအေမွာင်
	ထွက်ပေါက် 	ထှကျပေါကျ 	ထွက်ေပါက်
	ရေးဆွဲ 	ရေးဆှဲ 	ေရးဆွဲ
	အရည်အသွေး 	အရညျအသှေး 	အရည်အေသွး
	မျက်လုံးနီ 	မကြျလုံးနီ 	မၾက်လုံးနီ
	ပုံသေ အသံ (<subnode ref="ml" index="1">%1$s</subnode>) 	ပုံသေ အသံ (<subnode ref="ml" index="1">%1$s</subnode>) 	ပုံေသ အသံ (<subnode ref="ml" index="1">%1$s</subnode>)
	USB ဒီဘက္ဂ္ဂ်င္းသည္ ဖြ႔ံႀဖိဳးမႈရည္ရြယ္ခ်က္သက္သက္အတြက္သာ ျဖစ္သည္။ ၎အားအသံုးျပဳ၍ သင့္ကြန္ပ်ဴတာႏွင့္ သင္၏ကိရိယာအၾကား အခ်က္လက္မ်ားကူးယူရန္၊ သင့္ ကိရိယာေပၚသို႔ သတိေပးအခ်က္ျပမႈမရွိဘဲ အပလီေကးရွင္းမ်ား ထည့္သြင္းရန္ႏွင့္ ေလာ့ဂ္အခ်က္လက္မ်ား ဖတ္ရန္ ျဖစ္သည္။ 	USB ဒီဘက်ဂ်ဂျင်းသည် ဖွ့ံဖြိုးမှုရည်ရွယ်ချက်သက်သက်အတွက်သာ ဖြစ်သည်။ ၎င်းအားအသုံးပြု၍ သင့်ကွန်ပျူတာနှင့် သင်၏ကိရိယာအကြား အချက်လက်များကူးယူရန်၊ သင့် ကိရိယာပေါ်သို့ သတိပေးအချက်ပြမှုမရှိဘဲ အပလီကေးရှင်းများ ထည့်သွင်းရန်နှင့် လော့ဂ်အချက်လက်များ ဖတ်ရန် ဖြစ်သည်။ 	USB ဒီဘက္ဂ္ဂ်င္းသည္ ဖြ႕ံၿဖိဳးမွုရည္ရြယ္ခ်က္သက္သက္အတြက္သာ ျဖစ္သည္။ ၎အားအသုံးျပဳ၍ သင့္ကြန္ပ်ဴတာႏွင့္ သင္၏ကိရိယာအၾကား အခ်က္လက္မ်ားကူးယူရန္၊ သင့္ ကိရိယာေပၚသို႔ သတိေပးအခ်က္ျပမွုမရွိဘဲ အပလီေကးရွင္းမ်ား ထည့္သြင္းရန္ႏွင့္ ေလာ့ဂ္အခ်က္လက္မ်ား ဖတ္ရန္ ျဖစ္သည္။
	အန္းဒရိြဳက္ ဘင္း 	အန်းဒရွိုက် ဘင်း 	အန္းဒရြိဳက္ ဘင္း
	ဤအပလီေကးရွင္းအတြက္ သတိေပးအခ်က္ျပမႈမ်ားပိတ္ထားလွ်င္၊ အေရးႀကီးသည့္ သတိေပးခ်က္မ်ားႏွင့္ အသစ္မြမ္းမံမႈမ်ားသင္ ဆံုး႐ံႈးႏိူင္သည္။ 	ဤအပလီကေးရှင်းအတွက် သတိပေးအချက်ပြမှုများပိတ်ထားလျှင်၊ အရေးကြီးသည့် သတိပေးချက်များနှင့် အသစ်မွမ်းမံမှုများသင် ဆုံးရှုံးနိူင်သည်။ 	ဤအပလီေကးရွင္းအတြက္ သတိေပးအခ်က္ျပမွုမ်ားပိတ္ထားလၽွင္၊ အေရးႀကီးသည့္ သတိေပးခ်က္မ်ားႏွင့္ အသစ္မြမ္းမံမွုမ်ားသင္ ဆုံးရွုံးနိူင္သည္။
	ကိရိယာများ မရှိ 	ကိရိယာမြား မရှိ 	ကိရိယာျမား မရွိ
	ဒီ<subnode ref="ml" index="1">%1$d</subnode>၏ အင်တာနက် ချိတ်ဆက်မှုကို မျှဝေနေ 	ဒီ<subnode ref="ml" index="1">%1$d</subnode>၏ အငျတာနကျ ခြိတျဆကျမှုကို မြှဝနေေ 	ဒီ<subnode ref="ml" index="1">%1$d</subnode>၏ အင်တာနက် ၿခိတ်ဆက်မွုကို ျမႇဝေနေ
	စကရင္ အလင္းေတာက္ပမႈကို ခ်ိန္ညိွမည္ 	စကရင် အလင်းတောက်ပမှုကို ချိန်ညှိမည် 	စကရင္ အလင္းေတာက္ပမွုကို ခ်ိန္ညႇိမည္
	<subnode ref="ml" index="1">%1$s</subnode> သည် မနှောင့်ယှက်ပါနှင့် မုဒ် အထဲမှ ထွက်ရေး အခြေအနေများကို ထည့်ပေးနိုင်မည်။ 	<subnode ref="ml" index="1">%1$s</subnode> သညျ မနှောငျ့ယှကျပါနှငျ့ မုဒျ အထဲမှ ထှကျရေး အခွအေနမြေားကို ထညျ့ပေးနိုငျမညျ။ 	<subnode ref="ml" index="1">%1$s</subnode> သည် မေႏွာင်႕ယွက်ပါႏွင်႕ မုဒ် အထဲမွ ထွက်ေရး အခြေအနေျမားကို ထည်႕ေပးနိုင်မည်။
	သင့္အသံနားေထာင္မႈအေတြ႕အႀကံဳပိုေကာင္းေစရန္ နားၾကပ္အုပ္စုတစ္ခုခ်င္းစီကို အသံအရည္အေသြးႏွင့္ အသံေပးပို႔မႈကို အမ်ိဳးအစားအလိုက္ အျမင့္ဆံုးျဖစ္ေစရန္ တိက်စြာ ခ်ိန္ၫွိေပးထားသည္။ ေက်းဇူးျပဳ၍ ေအာက္တြင္ေဖာ္ျပထားသည့္ သင့္အမိ်ဳးအစားကို ေ႐ြးခ်ယ္ပါ။ 	သင့်အသံနားထောင်မှုအတွေ့အကြုံပိုကောင်းစေရန် နားကြပ်အုပ်စုတစ်ခုချင်းစီကို အသံအရည်အသွေးနှင့် အသံပေးပို့မှုကို အမျိုးအစားအလိုက် အမြင့်ဆုံးဖြစ်စေရန် တိကျစွာ ချိန်ညှိပေးထားသည်။ ကျေးဇူးပြု၍ အောက်တွင်ဖော်ပြထားသည့် သင့်အမျိုးအစားကို ရွေးချယ်ပါ။ 	သင့္အသံနားေထာင္မွုအေတြ႕အၾကဳံပိုေကာင္းေစရန္ နားၾကပ္အုပ္စုတစ္ခုခ်င္းစီကို အသံအရည္အေသြးႏွင့္ အသံေပးပို႔မွုကို အမ်ိဳးအစားအလိုက္ အျမင့္ဆုံးျဖစ္ေစရန္ တိက်စြာ ခ်ိန္ညႇိေပးထားသည္။ ေက်းဇူးျပဳ၍ ေအာက္တြင္ေဖာ္ျပထားသည့္ သင့္အမ်ိဳးအစားကို ေရြးခ်ယ္ပါ။
	နောက်ဆုံး အကြိမ် အသုံးပြုခဲ့ 	နောကျဆုံး အကွိမျ အသုံးပွုခဲ့ 	ေနာက်ဆုံး အကြိမ် အသုံးပြဳခဲ့
	ဤအရာသည္ အတြင္းသိမ္းဆည္းေနရာမွ ေဒတာမ်ားကို ဖ်က္မည္ ျဖစ္ၿပီး၊ ဖ်က္ရာတြင္ ထပ္ပါဝင္မည့္ အရာမ်ားမွာ-\n\n<subnode ref="en" index="1">သင့္ အေကာင့္မ်ား</subnode>\n<subnode ref="en" index="2">စက္စနစ္ႏွင့္ အပလီေကးရွင္း ေဒတာႏွင့္ ခ်ိန္ညိႇမႈမ်ား</subnode>\n<subnode ref="en" index="3">အင္စေတာလုပ္ထားေသာ အပလီေကးရွင္းမ်ား</subnode> 	ဤအရာသည် အတွင်းသိမ်းဆည်းနေရာမှ ဒေတာများကို ဖျက်မည် ဖြစ်ပြီး၊ ဖျက်ရာတွင် ထပ်ပါဝင်မည့် အရာများမှာ-\n\n<subnode ref="en" index="1">သင့် အကောင့်များ</subnode>\n<subnode ref="en" index="2">စက်စနစ်နှင့် အပလီကေးရှင်း ဒေတာနှင့် ချိန်ညှိမှုများ</subnode>\n<subnode ref="en" index="3">အင်စတောလုပ်ထားသော အပလီကေးရှင်းများ</subnode> 	ဤအရာသည္ အတြင္းသိမ္းဆည္းေနရာမွ ေဒတာမ်ားကို ဖ်က္မည္ ျဖစ္ၿပီး၊ ဖ်က္ရာတြင္ ထပ္ပါဝင္မည့္ အရာမ်ားမွာ-\n\n<subnode ref="en" index="1">သင့္ အေကာင့္မ်ား</subnode>\n<subnode ref="en" index="2">စက္စနစ္ႏွင့္ အပလီေကးရွင္း ေဒတာႏွင့္ ခ်ိန္ညႇိမွုမ်ား</subnode>\n<subnode ref="en" index="3">အင္စေတာလုပ္ထားေသာ အပလီေကးရွင္းမ်ား</subnode>
	သုံးစြဲသူ ၇ ေယာက္ 	သုံးစွဲသူ ရ ယောက် 	သုံးစြဲသူ ရ ေယာက္
	အကြောင်းကြားချက် ဆက်တင်များ 	အကွောငျးကွားခကြျ ဆကျတငျမြား 	အေကြာင်းကြားခၾက် ဆက်တင်ျမား
	အသိပေချက် လော့ဂ် 	အသိပခေကြျ လော့ဂျ 	အသိပေခၾက် ေလာ့ဂ်
	စီမံအုပ်ချုပ်သူ PIN ကို ရိုက်ထည့်ရန် 	စီမံအုပျခြုပျသူ PIN ကို ရိုကျထညျ့ရနျ 	စီမံအုပ်ျခဳပ်သူ PIN ကို ရိုက်ထည်႕ရန်
	ကျွန်ုပ်၏ အသံသွင်းမှုများ 	ကြှနျုပျ၏ အသံသှငျးမှုမြား 	ၾကႇန်ဳပ်၏ အသံသွင်းမွုျမား
	ကောင်းပြီ 	ကောငျးပွီ 	ေကာင်းပြီ
	USB သိုလှောင်ကတ်ကို ချိတ်ဆက်ကြည့်ရှု၍မရပါ 	USB သိုလှောငျကတျကို ခြိတျဆကျကွညျ့ရှု၍မရပါ 	USB သိုေလွာင်ကတ်ကို ၿခိတ်ဆက်ကြည်႕ရွု၍မရပါ
	အသံစာပို့စနစ် နံပါတ် ပျောက်နေပါသည် 	အသံစာပို့စနစျ နံပါတျ ပြောကျနပေါသညျ 	အသံစာပို႔စနစ် နံပါတ် ေျပာက်နေပါသည်
	ကွမ်ကျိုး 	ကှမျကြိုး 	ကွမ်ႀကိဳး
	ဂေး 	ဂေး 	ေဂး
	ဟောင်ကောင် 	ဟောငျကောငျ 	ေဟာင်ေကာင်
	ဂျီ \ '' တစ်ဦး 	ဂြီ \ '' တစျဦး 	ၿဂီ \ '' တစ်ဦး
	ဆာရာယဗေို 	ဆာရာယဗေို 	ဆာရာယေဗို
	ရှလေီ 	ရှလေီ 	ရွေလီ
	တစ်ယောက်ဖြစ်တဲ့ Tian \ '' အီး County မှာ 	တစျယောကျဖွစျတဲ့ Tian \ '' အီး County မှာ 	တစ်ေယာက်ဖြစ်တဲ့ Tian \ '' အီး County မွာ
	Juiz အောင် De အစည်းအဝေးများတွင် 	Juiz အောငျ De အစညျးအဝေးမြားတှငျ 	Juiz ေအာင် De အစည်းအေဝးျမားတွင်
	ရှင့်ယိ 	ရှငျ့ယိ 	ရွင်႕ယိ
	စိန့်ဂျွန် \ 's 	စိနျ့ဂြှနျ \ 's 	စိန်႕ျဂႇန် \ 's
	ပျံသန်း Fish ငါး Cove 	ပြံသနျး Fish ငါး Cove 	ၿပံသန်း Fish ငါး Cove
	အာမေးနီးယား 	အာမေးနီးယား 	အာေမးနီးယား
	စော်လဒက် 	စောျလဒကျ 	ေစာ်လဒက်
	ကျူးဘား 	ကြူးဘား 	ၾကဴးဘား
	စန်တီယာဂို De ကိုအမေရိကန်ပြည်ထောင်စု Los Caballeros 	စနျတီယာဂို De ကိုအမရေိကနျပွညျထောငျစု Los Caballeros 	စန်တီယာဂို De ကိုအမေရိကန်ပြည်ေထာင်စု Los Caballeros
	စန်းဆာဗေးဒေါ 	စနျးဆာဗေးဒေါ 	စန်းဆာေဗးေဒါ
	စဝ်ဟိုဆေး Do ရီယို Preto 	စဝျဟိုဆေး Do ရီယို Preto 	စဝ်ဟိုေဆး Do ရီယို Preto
	ကျယာဗစျ 	ကယြာဗစြ 	ကၾယာဗျစ
	အိုင်ဇောလ် 	အိုငျဇောလျ 	အိုင်ေဇာလ်
	ယုံကွညျခွငျးနှငျ့၎င်းငျး 	ယုံကှညခြှငြးနှငြ့၎င်းငျးငြး 	ယုံကွညျခႇျငးႏွျင့၎င်းျငး
	ခေါင်းဆောင် Hassan 	ခေါငျးဆောငျ Hassan 	ေခါင်းေဆာင် Hassan
	ဘဆ်ွ 	ဘဆျှ 	ဘဆၽွ
	ဖနွမ်းပင် 	ဖနှမျးပငျ 	ဖႏွမ်းပင်
	ဖေါ့ 	ဖေါ့ 	ေဖါ့
	ကြိုးအမွတျ Beraq 	ကွိုးအမှတြ Beraq 	ကြိဳးအမွၾတ Beraq
	အရှေ့အာရှ York မြို့ 	အရှေ့အာရှ York မွို့ 	အေရွ႕အာရွ York မြိဳ႕
	မီးဖိုချောင် 	မီးဖိုခြောငျ 	မီးဖိုေျခာင်
	ဂျော့ခ်ျမြို့ 	ဂြော့ချမြွို့ 	ေျဂာ့ခ်ႁမြိဳ႕
	အင်ချွန်း 	အငျခြှနျး 	အင်ျခႇန်း
	ပှနျး 	ပှနြး 	ပွျနး
	ရှငျဘုရငျကို Williams ဟာမြို့ 	ရှငဘြုရငကြို Williams ဟာမွို့ 	ရွငၾဘဳရငႀကိဳ Williams ဟာမြိဳ႕
	Umhlanga ကျောက်ထရံ 	Umhlanga ကြောကျထရံ 	Umhlanga ေၾကာက်ထရံ
	ဘေလ်ဘောင် 	ဘလျေဘောငျ 	ဘေလ်ေဘာင်
	သင်ျဂွိုဟျ 	သငျဂြှိုဟြ 	သင်ျဂႇိုၾဟ
	ဥယျာဉ်ကိုပြုစု Grove 	ဥယြာဉျကိုပွုစု Grove 	ဥၾယာဉ်ကိုပြဳစု Grove
	နယူးဂျာစီပြည်နယ်စီးတီး 	နယူးဂြာစီပွညျနယျစီးတီး 	နယူးျဂာစီပြည်နယ်စီးတီး
	အကြှနျုပျ၏ Tho 	အကွှနြုပြ၏ Tho 	အကႊျနဳျပ၏ Tho
	လက်ဝှေ့ 	လကျဝှေ့ 	လက်ေဝွ႕
	ေဒါင္းလုဒ္ဆြဲရန္ သို႔မဟုတ္ ဗံီဒီယိုမ်ားအတြက္ ယာယီသိမ္းထားမႈျပဳလုပ္ရန္ မိုဘုိင္းေဒတာအားအသံုးျပဳျခင္းသည္ ေဒတာသံုးစြဲခမ်ား ကုန္က်ႏုိင္သည္။ ဤအဂၤါရပ္အား မည္သုိ႔ပင္ျဖစ္ေစ ဖြင့္မည္လား? 	ဒေါင်းလုဒ်ဆွဲရန် သို့မဟုတ် ဗီံဒီယိုများအတွက် ယာယီသိမ်းထားမှုပြုလုပ်ရန် မိုဘိုင်းဒေတာအားအသုံးပြုခြင်းသည် ဒေတာသုံးစွဲခများ ကုန်ကျနိုင်သည်။ ဤအင်္ဂါရပ်အား မည်သို့ပင်ဖြစ်စေ ဖွင့်မည်လား? 	ေဒါင္းလုဒ္ဆြဲရန္ သို႔မဟုတ္ ဗီံဒီယိုမ်ားအတြက္ ယာယီသိမ္းထားမွုျပဳလုပ္ရန္ မိုဘိုင္းေဒတာအားအသုံးျပဳျခင္းသည္ ေဒတာသုံးစြဲခမ်ား ကုန္က်နိုင္သည္။ ဤအဂၤါရပ္အား မည္သို႔ပင္ျဖစ္ေစ ဖြင့္မည္လား?
	ဖျော်ဖြေမှု 	ဖြောျဖွမှေု 	ေျဖာ်ဖြေမွု
	အသုံးျပဳမႈႏွင့္ ဆက္တင္မ်ားကို ၾကည္႔ရန္ ထိႏုိပ္ပါ 	အသုံးပြုမှုနှင့် ဆက်တင်များကို ကြည့်ရန် ထိနိုပ်ပါ 	အသုံးျပဳမွုႏွင့္ ဆက္တင္မ်ားကို ၾကည့္ရန္ ထိနိုပ္ပါ
	SIM ကဒ္အား PUK ေသာ့ခၽထားသည္။ 	SIM ကဒ်အား PUK သော့ချထားသည်။ 	SIM ကဒ္အား PUK ေသာ့ခ်ထားသည္။
	သံုးစြဲရန္ လက္ေဗြရာ အသင့္သံုးပံုစံမ်ား ေပါင္းထည့္ျခင္းႏွင့္ ဖ်က္ပစ္ျခင္းတို႕အတြက္ အက္ပ္အား မီွျငမ္းရန္နည္းလမ္းမာ်းကို ခြင့္ျပဳပါ။ 	သုံးစွဲရန် လက်ဗွေရာ အသင့်သုံးပုံစံများ ပေါင်းထည့်ခြင်းနှင့် ဖျက်ပစ်ခြင်းတို့အတွက် အက်ပ်အား မှီငြမ်းရန်နည်းလမ်းမာျးကို ခွင့်ပြုပါ။ 	သုံးစြဲရန္ လက္ေဗြရာ အသင့္သုံးပုံစံမ်ား ေပါင္းထည့္ျခင္းႏွင့္ ဖ်က္ပစ္ျခင္းတို႔အတြက္ အက္ပ္အား မွီျငမ္းရန္နည္းလမ္းမာ်းကို ခြင့္ျပဳပါ။
	ရွာေဖြသူ၏သမိုုင္း သိုု႔မဟုုတ္ သိုုေလွာင္ထားေသာ စာအုုပ္အမွတ္မ်ားအား သင္၏တက္ဘလက္ေပၚတြင္ ျပဳျပင္ေျပာင္းလဲရန္ app အားခြင့္ျပဳသည္။  ယင္းက app အား ရွာေဖြထားသည့္ အခ်က္အလက္မ်ားကိုု ဖ်က္ရန္ သိုု႕မဟုုတ္ ျပဳျပင္ေျပာင္းလဲရန္ ခြင့္ျပဳသည္။ မွတ္စု - ယခုု ခြင့္ျပဳခ်က္အား တတိယပါတီ ရွာေဖြသူမ်ား သိုု႕မဟုုတ္ ၀က္အတြင္းရွာေဖြႏိုုင္ေသာအစြမ္းသတိၱရွိသည့္ အျခားေသာ အသံုုးျပဳကိရိယာမ်ားက အားေပးမည္မဟုုတ္ 	ရှာဖွေသူ၏သမိုုင်း သိုု့မဟုုတ် သိုုလှောင်ထားသော စာအုုပ်အမှတ်များအား သင်၏တက်ဘလက်ပေါ်တွင် ပြုပြင်ပြောင်းလဲရန် app အားခွင့်ပြုသည်။  ယင်းက app အား ရှာဖွေထားသည့် အချက်အလက်များကိုု ဖျက်ရန် သိုု့မဟုုတ် ပြုပြင်ပြောင်းလဲရန် ခွင့်ပြုသည်။ မှတ်စု - ယခုု ခွင့်ပြုချက်အား တတိယပါတီ ရှာဖွေသူများ သိုု့မဟုုတ် ၀က်အတွင်းရှာဖွေနိုုင်သောအစွမ်းသတ္တိရှိသည့် အခြားသော အသုုံးပြုကိရိယာများက အားပေးမည်မဟုုတ် 	ရွာေဖြသူ၏သမိုုင္း သိုု႔မဟုုတ္ သိုုေလွာင္ထားေသာ စာအုုပ္အမွတ္မ်ားအား သင္၏တက္ဘလက္ေပၚတြင္ ျပဳျပင္ေျပာင္းလဲရန္ app အားခြင့္ျပဳသည္။  ယင္းက app အား ရွာေဖြထားသည့္ အခ်က္အလက္မ်ားကိုု ဖ်က္ရန္ သိုု႔မဟုုတ္ ျပဳျပင္ေျပာင္းလဲရန္ ခြင့္ျပဳသည္။ မွတ္စု - ယခုု ခြင့္ျပဳခ်က္အား တတိယပါတီ ရွာေဖြသူမ်ား သိုု႔မဟုုတ္ ၀က္အတြင္းရွာေဖြနိုုင္ေသာအစြမ္းသတၱိရွိသည့္ အျခားေသာ အသုုံးျပဳကိရိယာမ်ားက အားေပးမည္မဟုုတ္
	စနစ္က လႈပ္႐ွားမႈမၽား မည္သို႕စတင္သည္ကို ေစာင့္ၾကည့္ရန္ႏွင့္ ထိန္းခၽဳပ္ရန္ apps အား ခြင့္ျပဳသည္။ လႊမ္းမိုးႏိုင္သည့္apps မၽားက စနစ္အားလုံး ၫွိနိႈင္း ႏိုင္ပါသည္။ ဤခြင့္ျပဳခ်က္အား ပ႐ိုဂရမ္ေရးသားစဥ္တြင္သာ လုိအပ္ပါသည္။ 	စနစ်က လှုပ်ရှားမှုများ မည်သို့စတင်သည်ကို စောင့်ကြည့်ရန်နှင့် ထိန်းချုပ်ရန် apps အား ခွင့်ပြုသည်။ လွှမ်းမိုးနိုင်သည့်apps များက စနစ်အားလုံး ညှိနှိုင်း နိုင်ပါသည်။ ဤခွင့်ပြုချက်အား ပရိုဂရမ်ရေးသားစဉ်တွင်သာ လိုအပ်ပါသည်။ 	စနစ္က လွုပ္ရွားမွုမ်ား မည္သို႔စတင္သည္ကို ေစာင့္ၾကည့္ရန္ႏွင့္ ထိန္းခ်ဳပ္ရန္ apps အား ခြင့္ျပဳသည္။ လႊမ္းမိုးနိုင္သည့္apps မ်ားက စနစ္အားလုံး ညႇိႏွိုင္း နိုင္ပါသည္။ ဤခြင့္ျပဳခ်က္အား ပရိုဂရမ္ေရးသားစဥ္တြင္သာ လိုအပ္ပါသည္။
	မျက်နှာပြင်လျှပ်တပြက်ပုံကို မရုက်နိုင်ခဲ့ပါ၊ သိုလှောင်မှု နေရာ အကန့်အသတ် ရှိနေ၍ သို့မဟုတ် app သို့မဟုတ် သင်၏ အဖွဲ့အစည်းက ခွင့်မပြု၍ ဖြစ်နိုင်သည်။ 	မကြျနှာပွငျလြှပျတပွကျပုံကို မရုကျနိုငျခဲ့ပါ၊ သိုလှောငျမှု နရော အကနျ့အသတျ ရှိနေ၍ သို့မဟုတျ app သို့မဟုတျ သငျ၏ အဖှဲ့အစညျးက ခှငျ့မပွု၍ ဖွစျနိုငျသညျ။ 	မၾက်ႏွာပြင်ၾလႇပ်တပြက်ပုံကို မ႐ုက်နိုင်ခဲ့ပါ၊ သိုေလွာင်မွု နေရာ အကန်႕အသတ် ရွိေန၍ သို႔မဟုတ် app သို႔မဟုတ် သင်၏ အဖွဲ႕အစည်းက ခွင်႕မပြဳ၍ ဖြစ်နိုင်သည်။
